medal_type,medal_code,medal_date,athlete_short_name,athlete_name,athlete_sex,athlete_link,event,country,country_code,discipline,discipline_code
Silver Medal,2,2021-09-04 00:00:00.0,WHILEY J,WHILEY Jordanne,W,../../../en/results/wheelchair-tennis/athlete-profile-n1717295-whiley-jordanne.htm,Women's Doubles,Great Britain,GBR,Wheelchair Tennis,WTE
Bronze Medal,3,2021-09-04 00:00:00.0,KAMIJI Y,KAMIJI Yui,W,../../../en/results/wheelchair-tennis/athlete-profile-n1376524-kamiji-yui.htm,Women's Doubles,Japan,JPN,Wheelchair Tennis,WTE
Bronze Medal,3,2021-09-04 00:00:00.0,OHTANI M,OHTANI Momoko,W,../../../en/results/wheelchair-tennis/athlete-profile-n1376527-ohtani-momoko.htm,Women's Doubles,Japan,JPN,Wheelchair Tennis,WTE
Gold Medal,1,2021-09-05 00:00:00.0,CHENTOUF EA,CHENTOUF El Amin,M,../../../en/results/athletics/athlete-profile-n1483958-chentouf-el-amin.htm,Men's Marathon - T12,Morocco,MAR,Athletics,ATH
Silver Medal,2,2021-09-05 00:00:00.0,CLIFFORD J,CLIFFORD Jaryd,M,../../../en/results/athletics/athlete-profile-n1415994-clifford-jaryd.htm,Men's Marathon - T12,Australia,AUS,Athletics,ATH
Bronze Medal,3,2021-09-05 00:00:00.0,HORIKOSHI T,HORIKOSHI Tadashi,M,../../../en/results/athletics/athlete-profile-n1727717-horikoshi-tadashi.htm,Men's Marathon - T12,Japan,JPN,Athletics,ATH
Gold Medal,1,2021-09-05 00:00:00.0,LI C,LI Chaoyan,M,../../../en/results/athletics/athlete-profile-n1589796-li-chaoyan.htm,Men's Marathon - T46,People's Republic of China,CHN,Athletics,ATH
Silver Medal,2,2021-09-05 00:00:00.0,PIRES da SILVA AD,PIRES da SILVA Alex Douglas,M,../../../en/results/athletics/athlete-profile-n1361156-pires-da-silva-alex-douglas.htm,Men's Marathon - T46,Brazil,BRA,Athletics,ATH
Bronze Medal,3,2021-09-05 00:00:00.0,NAGATA T,NAGATA Tsutomu,M,../../../en/results/athletics/athlete-profile-n1728036-nagata-tsutomu.htm,Men's Marathon - T46,Japan,JPN,Athletics,ATH
Gold Medal,1,2021-09-05 00:00:00.0,HUG M,HUG Marcel,M,../../../en/results/athletics/athlete-profile-n1521530-hug-marcel.htm,Men's Marathon - T54,Switzerland,SUI,Athletics,ATH
Silver Medal,2,2021-09-05 00:00:00.0,ZHANG Y,ZHANG Yong,M,../../../en/results/athletics/athlete-profile-n1597807-zhang-yong.htm,Men's Marathon - T54,People's Republic of China,CHN,Athletics,ATH
Bronze Medal,3,2021-09-05 00:00:00.0,ROMANCHUK D,ROMANCHUK Daniel,M,../../../en/results/athletics/athlete-profile-n1662406-romanchuk-daniel.htm,Men's Marathon - T54,United States of America,USA,Athletics,ATH
Gold Medal,1,2021-09-05 00:00:00.0,MICHISHITA M,MICHISHITA Misato,W,../../../en/results/athletics/athlete-profile-n1727761-michishita-misato.htm,Women's Marathon - T12,Japan,JPN,Athletics,ATH
Silver Medal,2,2021-09-05 00:00:00.0,PAUTOVA E,PAUTOVA Elena,W,../../../en/results/athletics/athlete-profile-n1329098-pautova-elena.htm,Women's Marathon - T12,RPC,RPC,Athletics,ATH
Bronze Medal,3,2021-09-05 00:00:00.0,COETZEE L,COETZEE Louzanne,W,../../../en/results/athletics/athlete-profile-n1337758-coetzee-louzanne.htm,Women's Marathon - T12,South Africa,RSA,Athletics,ATH
Gold Medal,1,2021-09-05 00:00:00.0,de ROZARIO M,de ROZARIO Madison,W,../../../en/results/athletics/athlete-profile-n1415967-de-rozario-madison.htm,Women's Marathon - T54,Australia,AUS,Athletics,ATH
Silver Medal,2,2021-09-05 00:00:00.0,SCHAER M,SCHAER Manuela,W,../../../en/results/athletics/athlete-profile-n1717308-schaer-manuela.htm,Women's Marathon - T54,Switzerland,SUI,Athletics,ATH
Bronze Medal,3,2021-09-05 00:00:00.0,den BOER N,den BOER Nikita,W,../../../en/results/athletics/athlete-profile-n1706239-den-boer-nikita.htm,Women's Marathon - T54,Netherlands,NED,Athletics,ATH
Gold Medal,1,2021-09-05 00:00:00.0,QU Z,QU Zimo,M,../../../en/results/badminton/athlete-profile-n1716345-qu-zimo.htm,Men's Doubles WH,People's Republic of China,CHN,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,MAI J,MAI Jianpeng,M,../../../en/results/badminton/athlete-profile-n1707577-mai-jianpeng.htm,Men's Doubles WH,People's Republic of China,CHN,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,KIM J J,KIM Jung Jun,M,../../../en/results/badminton/athlete-profile-n1707355-kim-jung-jun.htm,Men's Doubles WH,Republic of Korea,KOR,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,LEE DS,LEE Dong Seop,M,../../../en/results/badminton/athlete-profile-n1707357-lee-dong-seop.htm,Men's Doubles WH,Republic of Korea,KOR,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,KAJIWARA D,KAJIWARA Daiki,M,../../../en/results/badminton/athlete-profile-n1709699-kajiwara-daiki.htm,Men's Doubles WH,Japan,JPN,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,MURAYAMA H,MURAYAMA Hiroshi,M,../../../en/results/badminton/athlete-profile-n1709709-murayama-hiroshi.htm,Men's Doubles WH,Japan,JPN,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,NAGAR K,NAGAR Krishna,M,../../../en/results/badminton/athlete-profile-n1699569-nagar-krishna.htm,Men's Singles SH6,India,IND,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,CHU MK,CHU Man Kai,M,../../../en/results/badminton/athlete-profile-n1294278-chu-man-kai.htm,Men's Singles SH6,"Hong Kong, China",HKG,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,COOMBS K,COOMBS Krysten,M,../../../en/results/badminton/athlete-profile-n1696771-coombs-krysten.htm,Men's Singles SH6,Great Britain,GBR,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,MAZUR L,MAZUR Lucas,M,../../../en/results/badminton/athlete-profile-n1358161-mazur-lucas.htm,Men's Singles SL4,France,FRA,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,YATHIRAJ S,YATHIRAJ Suhas,M,../../../en/results/badminton/athlete-profile-n1705739-yathiraj-suhas.htm,Men's Singles SL4,India,IND,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,FREDY Setiawan,FREDY Setiawan,M,../../../en/results/badminton/athlete-profile-n1722134-fredy-setiawan.htm,Men's Singles SL4,Indonesia,INA,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,KAJIWARA D,KAJIWARA Daiki,M,../../../en/results/badminton/athlete-profile-n1709699-kajiwara-daiki.htm,Men's Singles WH2,Japan,JPN,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,KIM J J,KIM Jung Jun,M,../../../en/results/badminton/athlete-profile-n1707355-kim-jung-jun.htm,Men's Singles WH2,Republic of Korea,KOR,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,CHAN HY,CHAN Ho Yuen,M,../../../en/results/badminton/athlete-profile-n1294268-chan-ho-yuen.htm,Men's Singles WH2,"Hong Kong, China",HKG,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,HARY Susanto,HARY Susanto,X,../../../en/results/badminton/athlete-profile-n1722133-hary-susanto.htm,Mixed Doubles SL3-SU5,Indonesia,INA,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,LEANI RATRI Oktila,LEANI RATRI Oktila,X,../../../en/results/badminton/athlete-profile-n1722165-leani-ratri-oktila.htm,Mixed Doubles SL3-SU5,Indonesia,INA,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,NOEL F,NOEL Faustine,X,../../../en/results/badminton/athlete-profile-n1358158-noel-faustine.htm,Mixed Doubles SL3-SU5,France,FRA,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,MAZUR L,MAZUR Lucas,X,../../../en/results/badminton/athlete-profile-n1358161-mazur-lucas.htm,Mixed Doubles SL3-SU5,France,FRA,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,SUGINO A,SUGINO Akiko,X,../../../en/results/badminton/athlete-profile-n1709702-sugino-akiko.htm,Mixed Doubles SL3-SU5,Japan,JPN,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,FUJIHARA D,FUJIHARA Daisuke,X,../../../en/results/badminton/athlete-profile-n1709708-fujihara-daisuke.htm,Mixed Doubles SL3-SU5,Japan,JPN,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,SATOMI S,SATOMI Sarina,W,../../../en/results/badminton/athlete-profile-n1709701-satomi-sarina.htm,Women's Doubles WH,Japan,JPN,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,YAMAZAKI Y,YAMAZAKI Yuma,W,../../../en/results/badminton/athlete-profile-n1709710-yamazaki-yuma.htm,Women's Doubles WH,Japan,JPN,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,LIU Y,LIU Yutong,W,../../../en/results/badminton/athlete-profile-n1643834-liu-yutong.htm,Women's Doubles WH,People's Republic of China,CHN,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,YIN M,YIN Menglu,W,../../../en/results/badminton/athlete-profile-n1643873-yin-menglu.htm,Women's Doubles WH,People's Republic of China,CHN,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,WETWITHAN A,WETWITHAN Amnouy,W,../../../en/results/badminton/athlete-profile-n1730100-wetwithan-amnouy.htm,Women's Doubles WH,Thailand,THA,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,POOKKHAM S,POOKKHAM Sujirat,W,../../../en/results/badminton/athlete-profile-n1731030-pookkham-sujirat.htm,Women's Doubles WH,Thailand,THA,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,CHENG H,CHENG Hefang,W,../../../en/results/badminton/athlete-profile-n1716604-cheng-hefang.htm,Women's Singles SL4,People's Republic of China,CHN,Badminton,BDM
Silver Medal,2,2021-09-05 00:00:00.0,LEANI RATRI Oktila,LEANI RATRI Oktila,W,../../../en/results/badminton/athlete-profile-n1722165-leani-ratri-oktila.htm,Women's Singles SL4,Indonesia,INA,Badminton,BDM
Bronze Medal,3,2021-09-05 00:00:00.0,MA H,MA Huihui,W,../../../en/results/badminton/athlete-profile-n1716583-ma-huihui.htm,Women's Singles SL4,People's Republic of China,CHN,Badminton,BDM
Gold Medal,1,2021-09-05 00:00:00.0,VADOVICOVA V,VADOVICOVA Veronika,O,../../../en/results/shooting/athlete-profile-n1720064-vadovicova-veronika.htm,R6 - Mixed 50m Rifle Prone SH1,Slovakia,SVK,Shooting,SHO
Silver Medal,2,2021-09-05 00:00:00.0,NORMANN A,NORMANN Anna,O,../../../en/results/shooting/athlete-profile-n1646699-normann-anna.htm,R6 - Mixed 50m Rifle Prone SH1,Sweden,SWE,Shooting,SHO
Bronze Medal,3,2021-09-05 00:00:00.0,SAAVEDRA REINALDO,SAAVEDRA REINALDO Juan Antonio,O,../../../en/results/shooting/athlete-profile-n1464212-saavedra-reinaldo-juan-antonio.htm,R6 - Mixed 50m Rifle Prone SH1,Spain,ESP,Shooting,SHO
Gold Medal,1,2021-09-05 00:00:00.0,HOLLOWAY K,HOLLOWAY Kathryn,W,../../../en/results/sitting-volleyball/athlete-profile-n1691690-holloway-kathryn.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,WEBSTER L,WEBSTER Lora,W,../../../en/results/sitting-volleyball/athlete-profile-n1691691-webster-lora.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,MATTHEWS M,MATTHEWS Monique,W,../../../en/results/sitting-volleyball/athlete-profile-n1691693-matthews-monique.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,MILLAGE N,MILLAGE Nichole,W,../../../en/results/sitting-volleyball/athlete-profile-n1691695-millage-nichole.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,DOSTY W,DOSTY Whitney,W,../../../en/results/sitting-volleyball/athlete-profile-n1691702-dosty-whitney.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,FLOOD A,FLOOD Annie,W,../../../en/results/sitting-volleyball/athlete-profile-n1708922-flood-annie.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,SHIFFLETT A,SHIFFLETT Alexis,W,../../../en/results/sitting-volleyball/athlete-profile-n1691675-shifflett-alexis.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,ZUMMO B,ZUMMO Bethany,W,../../../en/results/sitting-volleyball/athlete-profile-n1691677-zummo-bethany.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,SCHIECK E,SCHIECK Emma,W,../../../en/results/sitting-volleyball/athlete-profile-n1691681-schieck-emma.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,ERICKSON H,ERICKSON Heather,W,../../../en/results/sitting-volleyball/athlete-profile-n1691683-erickson-heather.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,WILLIAMS J,WILLIAMS Jillian,W,../../../en/results/sitting-volleyball/athlete-profile-n1691686-williams-jillian.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,MACLAY K,MACLAY Kaleo,W,../../../en/results/sitting-volleyball/athlete-profile-n1691689-maclay-kaleo.htm,Women,United States of America,USA,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,GONG B,GONG Bin,W,../../../en/results/sitting-volleyball/athlete-profile-n1598922-gong-bin.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,HU H,HU Huizi,W,../../../en/results/sitting-volleyball/athlete-profile-n1599054-hu-huizi.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,ZHAO M,ZHAO Meiling,W,../../../en/results/sitting-volleyball/athlete-profile-n1599083-zhao-meiling.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,LYU H,LYU Hongqin,W,../../../en/results/sitting-volleyball/athlete-profile-n1599103-lyu-hongqin.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,TANG X,TANG Xuemei,W,../../../en/results/sitting-volleyball/athlete-profile-n1599114-tang-xuemei.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,ZHANG L,ZHANG Lijun,W,../../../en/results/sitting-volleyball/athlete-profile-n1599395-zhang-lijun.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,WANG Y,WANG Yanan,W,../../../en/results/sitting-volleyball/athlete-profile-n1595819-wang-yanan.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,XU Y,XU Yixiao,W,../../../en/results/sitting-volleyball/athlete-profile-n1595919-xu-yixiao.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,ZHANG X,ZHANG Xufei,W,../../../en/results/sitting-volleyball/athlete-profile-n1595931-zhang-xufei.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,GAO W,GAO Wenwen,W,../../../en/results/sitting-volleyball/athlete-profile-n1595942-gao-wenwen.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,QIU J,QIU Junfei,W,../../../en/results/sitting-volleyball/athlete-profile-n1598077-qiu-junfei.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Silver Medal,2,2021-09-05 00:00:00.0,WANG L,WANG Li,W,../../../en/results/sitting-volleyball/athlete-profile-n1598862-wang-li.htm,Women,People's Republic of China,CHN,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,RODRIGUES BATISTA,RODRIGUES BATISTA Laiana,W,../../../en/results/sitting-volleyball/athlete-profile-n1338047-rodrigues-batista-laiana.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,de ALMEIDA SILVA N,de ALMEIDA SILVA Nurya,W,../../../en/results/sitting-volleyball/athlete-profile-n1338049-de-almeida-silva-nurya.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,PEREIRA P,PEREIRA Pamela,W,../../../en/results/sitting-volleyball/athlete-profile-n1338050-pereira-pamela.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,de LIMA SILVA NF,de LIMA SILVA Nathalie Filomena,W,../../../en/results/sitting-volleyball/athlete-profile-n1338056-de-lima-silva-nathalie-filomena.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,GUISSO FIORESE L,GUISSO FIORESE Luiza,W,../../../en/results/sitting-volleyball/athlete-profile-n1347410-guisso-fiorese-luiza.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,LEIRIA de CASTRO C,LEIRIA de CASTRO Camila,W,../../../en/results/sitting-volleyball/athlete-profile-n1365670-leiria-de-castro-camila.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,JESUS da SILVA A,JESUS da SILVA Adria,W,../../../en/results/sitting-volleyball/athlete-profile-n1338033-jesus-da-silva-adria.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,de SOUZA SOARES A,de SOUZA SOARES Ana Luisa Aparecida,W,../../../en/results/sitting-volleyball/athlete-profile-n1338034-de-souza-soares-ana-luisa-aparecida.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,NASCIMENTO LIMA B,NASCIMENTO LIMA Bruna,W,../../../en/results/sitting-volleyball/athlete-profile-n1338036-nascimento-lima-bruna.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,de OLIVEIRA DIAS E,de OLIVEIRA DIAS Edwarda,W,../../../en/results/sitting-volleyball/athlete-profile-n1338040-de-oliveira-dias-edwarda.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,da COSTA DIAS GM,da COSTA DIAS Gizele Maria,W,../../../en/results/sitting-volleyball/athlete-profile-n1338044-da-costa-dias-gizele-maria.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Bronze Medal,3,2021-09-05 00:00:00.0,FREITAS BATISTA J,FREITAS BATISTA Jani,W,../../../en/results/sitting-volleyball/athlete-profile-n1338046-freitas-batista-jani.htm,Women,Brazil,BRA,Sitting Volleyball,VBS
Gold Medal,1,2021-09-05 00:00:00.0,BELL B,BELL Brian,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691712-bell-brian.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,WILLIAMS J,WILLIAMS Jacob,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691734-williams-jacob.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,BOIE J,BOIE John,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691738-boie-john.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,NEISWENDER R,NEISWENDER Ryan,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691757-neiswender-ryan.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,SERIO S,SERIO Steve,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691760-serio-steve.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,JENIFER T,JENIFER Trevon,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691762-jenifer-trevon.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,SANCHEZ J,SANCHEZ Jorge,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691742-sanchez-jorge.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,TUREK J,TUREK Joshua,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691743-turek-joshua.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,LESPERANCE M,LESPERANCE Matt,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691749-lesperance-matt.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,SCOTT M,SCOTT Matt,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691750-scott-matt.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,PAYE M,PAYE Michael,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691751-paye-michael.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Gold Medal,1,2021-09-05 00:00:00.0,HINZE N,HINZE Nate,M,../../../en/results/wheelchair-basketball/athlete-profile-n1691753-hinze-nate.htm,Men,United States of America,USA,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,AKAISHI R,AKAISHI Ryuga,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716612-akaishi-ryuga.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,AKITA K,AKITA Kei,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716613-akita-kei.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,IWAI T,IWAI Takayoshi,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716615-iwai-takayoshi.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,FUJIMOTO R,FUJIMOTO Reo,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716625-fujimoto-reo.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,FURUSAWA T,FURUSAWA Takuya,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716626-furusawa-takuya.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,MIYAJIMA T,MIYAJIMA Tetsuya,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716627-miyajima-tetsuya.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,KAWAHARA R,KAWAHARA Rin,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716616-kawahara-rin.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,KOZAI H,KOZAI Hiroaki,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716617-kozai-hiroaki.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,TAKAMATSU Y,TAKAMATSU Yoshinobu,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716619-takamatsu-yoshinobu.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
Silver Medal,2,2021-09-05 00:00:00.0,CHOKAI R,CHOKAI Renshi,M,../../../en/results/wheelchair-basketball/athlete-profile-n1716621-chokai-renshi.htm,Men,Japan,JPN,Wheelchair Basketball,WBK
